BGC_features	SMILES
['PF01408.25', 'PF02894.20', 'PF03807.20', 'PF07991.15', 'PF03447.19', 'PF13380.9', 'PF02894.20', 'PF01408.25', 'PF00067.25', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF00501.31', 'PF08659.13', 'PF00550.28', 'PF16197.8', 'PF14765.9', 'PF00108.26', 'PF00106.28', 'PF13193.9', 'PF18369.4', 'PF13561.9', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF01370.24', 'PF00106.28', 'PF16363.8', 'PF02719.18', 'PF04321.20', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF00550.28', 'PF16197.8', 'PF08990.14', 'PF00108.26', 'PF03435.21', 'PF01370.24', 'PF13561.9', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF08990.14', 'PF00108.26', 'PF00106.28', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF01370.24', 'PF00108.26', 'PF16363.8', 'PF02719.18', 'PF00106.28', 'PF04321.20', 'PF13561.9', 'PF08990.14', 'PF01073.22', 'PF01761.23', 'PF13685.9', 'PF00465.22', 'PF01041.20', 'PF00155.24', 'PF01212.24', 'PF01053.23', 'PF01408.25', 'PF02894.20', 'PF01118.27', 'PF02629.22', 'PF13419.9', 'PF00702.29', 'PF13242.9', 'PF12710.10', 'PF00067.25', 'PF00067.25', 'PF06722.15', 'PF04101.19', 'PF13579.9', 'PF01041.20', 'PF00266.22', 'PF01053.23', 'PF00155.24', 'PF01212.24', 'PF00202.24', 'PF01408.25', 'PF02894.20', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00070.30', 'PF13450.9', 'PF13478.9', 'PF00975.23', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF07859.16', 'PF08241.15', 'PF13649.9', 'PF13847.9', 'PF13489.9', 'PF08242.15', 'PF01209.21', 'PF02353.23', 'PF07021.15', 'PF08003.14', 'PF03141.19', 'PF01135.22', 'PF01170.21', 'PF05175.17', 'PF01739.21', 'PF13679.9', 'PF02779.27', 'PF02780.23', 'PF08501.14', 'PF00899.24', 'PF01488.23', 'PF01593.27', 'PF13450.9', 'PF01266.27', 'PF00890.27', 'PF12831.10', 'PF01494.22', 'PF07992.17', 'PF01946.20', 'PF03486.17', 'PF01134.25']	COC1C=COC2(C)OC3=C(C2=O)C2=C(O)C=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C2C(O)=C3C
['PF11420.11', 'PF04055.24', 'PF13186.9', 'PF05402.15', 'PF13394.9', 'PF13353.9', 'PF00675.23', 'PF05193.24']	CCC(C)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(C)NC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(CO)NC(=O)C(CS)NC(=O)C(NC(=O)C(C)NC(=O)C(CS)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CN)C(C)O)C(C)CC)C(C)C)C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NCC(=O)O
['PF07992.17', 'PF01266.27', 'PF00890.27', 'PF03486.17', 'PF05834.15', 'PF13450.9', 'PF12831.10', 'PF12902.10', 'PF00067.25', 'PF01613.21', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF02737.21', 'PF13738.9', 'PF13419.9', 'PF00702.29', 'PF13242.9']	COC(=O)C1=C2C(=CN1)C1=C(NC3=CC=C(Cl)C=C13)C21CNC2=CC=C(Cl)C=C21
['PF00348.20', 'PF00201.21', 'PF04101.19', 'PF13692.9', 'PF05834.15', 'PF01593.27', 'PF13450.9', 'PF01266.27', 'PF00890.27', 'PF07992.17', 'PF00494.22']	CC(C)=CCCC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)CCCC(C)(C)OC1OC(CO)C(O)C(O)C1O
['PF00501.31', 'PF00550.28', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF00550.28', 'PF16197.8', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF08540.13', 'PF01154.20', 'PF00195.22', 'PF00378.23', 'PF16113.8', 'PF00109.29', 'PF00378.23', 'PF00698.24', 'PF00975.23', 'PF02801.25', 'PF00107.29', 'PF16113.8', 'PF13602.9', 'PF16197.8', 'PF00550.28', 'PF08240.15', 'PF00108.26', 'PF12697.10', 'PF02797.18', 'PF08392.15', 'PF08541.13', 'PF00195.22', 'PF04140.17', 'PF04191.16', 'PF16861.8', 'PF02543.18']	CC1CCCCC(CCCC(Br)Br)C2=C(O)C=C(C=C2O)C(OC(N)=O)C(C)CCCCC(CCCC(Br)Br)C2=C(O)C=C(C=C2O)C1O
['PF00067.25', 'PF00067.25', 'PF00107.29', 'PF00501.31', 'PF00109.29', 'PF00668.23', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF07993.15', 'PF08242.15', 'PF00550.28', 'PF16197.8', 'PF13489.9', 'PF00106.28', 'PF13649.9', 'PF01370.24', 'PF08241.15', 'PF13847.9', 'PF13561.9', 'PF00108.26']	CCC(C)C=CC=CC=CC(=O)C1=C(O)C(C2=CC=C(O)C=C2)=CN(O)C1=O
['PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF00890.27', 'PF13738.9', 'PF00067.25', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF08242.15', 'PF01209.21', 'PF13489.9', 'PF01135.22', 'PF02353.23', 'PF06325.16', 'PF02390.20', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF00291.28', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF01370.24', 'PF13561.9', 'PF16363.8', 'PF02719.18', 'PF04321.20', 'PF18369.4', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF08990.14', 'PF00106.28', 'PF00108.26', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF01370.24', 'PF13561.9', 'PF00108.26', 'PF02719.18', 'PF08990.14', 'PF16363.8', 'PF04321.20', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF08990.14', 'PF00108.26', 'PF01370.24', 'PF13561.9', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF08990.14', 'PF13561.9', 'PF00067.25', 'PF01209.21', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF08242.15', 'PF13489.9', 'PF05175.17', 'PF01135.22']	COC(=O)C(C)C1OC12CC(=O)C1OC2(C)OC(C(C)C=C(C)C=CC(O)=C2C(=O)CNC2=O)C1C
['PF00348.20', 'PF00067.25', 'PF00067.25']	CC1(O)CCC23CC1CC2CCC1C(C)(CO)C(O)CCC13C
['PF13489.9', 'PF08241.15', 'PF13847.9', 'PF13649.9', 'PF08242.15', 'PF01209.21', 'PF00534.23', 'PF13692.9', 'PF01370.24', 'PF16363.8', 'PF13460.9', 'PF04321.20', 'PF05368.16', 'PF00106.28', 'PF08659.13', 'PF00891.21', 'PF16864.8', 'PF13649.9', 'PF08242.15', 'PF08541.13', 'PF08545.13', 'PF06722.15', 'PF00201.21', 'PF05721.16', 'PF04820.17', 'PF01494.22', 'PF01266.27', 'PF00890.27', 'PF12831.10', 'PF01134.25', 'PF13450.9', 'PF07992.17', 'PF00732.22', 'PF00070.30', 'PF03486.17', 'PF05834.15', 'PF01946.20', 'PF06722.15', 'PF13692.9', 'PF00201.21', 'PF00676.23', 'PF13292.9', 'PF02775.24', 'PF00456.24', 'PF02306.18', 'PF02779.27', 'PF02780.23', 'PF00535.29', 'PF13641.9', 'PF13632.9', 'PF13704.9', 'PF05721.16', 'PF16363.8', 'PF01370.24', 'PF04321.20', 'PF00483.26', 'PF12804.10', 'PF07959.15', 'PF16363.8', 'PF01370.24', 'PF04321.20', 'PF01073.22', 'PF02719.18', 'PF07993.15', 'PF13460.9', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF01073.22', 'PF02719.18', 'PF13460.9', 'PF07993.15', 'PF05368.16', 'PF05721.16', 'PF13847.9', 'PF08241.15', 'PF13649.9', 'PF13489.9', 'PF08242.15', 'PF08003.14', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF14765.9', 'PF00550.28', 'PF00108.26', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF01408.25', 'PF16363.8', 'PF01370.24', 'PF04321.20', 'PF05368.16', 'PF13460.9', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF01073.22', 'PF02719.18', 'PF07993.15', 'PF13460.9', 'PF03435.21', 'PF02770.22', 'PF02771.19', 'PF00441.27', 'PF08028.14', 'PF01041.20', 'PF00266.22', 'PF00908.20', 'PF01370.24', 'PF16363.8', 'PF13460.9', 'PF01073.22', 'PF04321.20', 'PF05368.16', 'PF07993.15', 'PF03435.21']	COCC1OC(OC2OCC3OC4(OCC(O)(C(C)OC)C5OCOC54)OC3C2OC)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2CC3(C)OC4(CC(O)C(OC5CC(OC6CC(C)(N)C(OC)C(C)O6)C(OC(=O)C6=C(C)C(Cl)=C(O)C(Cl)=C6OC)C(C)O5)C(C)O4)OC3C(C)O2)C1O
['PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF00561.23', 'PF12697.10']	CCCCCCCC(O)CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C
['PF13416.9', 'PF01547.28', 'PF04820.17', 'PF01494.22', 'PF00890.27', 'PF01266.27', 'PF12831.10', 'PF07992.17', 'PF03486.17', 'PF13450.9', 'PF00483.26', 'PF12804.10', 'PF00132.27', 'PF07959.15', 'PF00960.21', 'PF01041.20', 'PF00155.24', 'PF01212.24', 'PF00266.22', 'PF01053.23', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF13489.9', 'PF08242.15', 'PF05401.14', 'PF06441.15', 'PF00561.23', 'PF12697.10', 'PF00117.31', 'PF07722.16', 'PF00425.21', 'PF04715.16', 'PF00501.31', 'PF14535.9', 'PF01757.25', 'PF00908.20', 'PF13450.9', 'PF12831.10', 'PF01266.27', 'PF01494.22', 'PF03486.17', 'PF06722.15', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF05368.16', 'PF14535.9', 'PF00501.31', 'PF12697.10', 'PF12146.11', 'PF00668.23', 'PF00550.28', 'PF00501.31', 'PF13193.9', 'PF03176.18', 'PF12349.11', 'PF00873.22', 'PF00891.21', 'PF13649.9', 'PF05175.17', 'PF00067.25', 'PF08028.14', 'PF02771.19', 'PF02770.22', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF13460.9', 'PF00550.28', 'PF00067.25', 'PF01613.21', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF00698.24', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26']	C=C1OC2=CC(OC)=CC(C(=O)OC3COC(=O)CC(N)C4=CC(O)=C(OC5C#CC=C3C#CC3=CC=CC35OC3OC(C)(C)C(N(C)C)C(O)C3O)C(Cl)=C4)=C2NC1=O
['PF00348.20', 'PF00348.20', 'PF00067.25', 'PF07593.15', 'PF00067.25', 'PF11991.11']	CC(C)(O)C1OC2CCC3(C)C(O)(CCC4CC5=C(NC6=CC=CC=C56)C43C)C2=CC1=O
['PF00550.28', 'PF10501.12', 'PF00698.24', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF05368.16', 'PF13460.9', 'PF01370.24', 'PF03364.23', 'PF10604.12', 'PF08028.14', 'PF02770.22', 'PF02771.19', 'PF00441.27', 'PF00248.24', 'PF13419.9', 'PF00702.29', 'PF13242.9', 'PF12710.10', 'PF08541.13', 'PF08545.13', 'PF00108.26', 'PF00195.22', 'PF08392.15', 'PF01613.21', 'PF03176.18', 'PF00873.22']	CCCC1OC(C)=CC2=C1C(O)=C1C(=O)C(C3OC(CO)C(O)C3O)=CC(=O)C1=C2
['PF00501.31', 'PF00668.23', 'PF00975.23', 'PF00550.28', 'PF13193.9']	CCCCCC(=O)NC1=CC(=O)C2CCCN12
['PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF11794.11', 'PF00109.29', 'PF02801.25', 'PF16197.8', 'PF00108.26', 'PF00501.31', 'PF13193.9', 'PF00109.29', 'PF00501.31', 'PF00698.24', 'PF00155.24', 'PF02801.25', 'PF00550.28', 'PF16197.8', 'PF00108.26', 'PF01370.24', 'PF01073.22', 'PF16363.8', 'PF07993.15', 'PF13460.9', 'PF04321.20', 'PF05368.16', 'PF00975.23', 'PF12697.10', 'PF13649.9', 'PF08242.15', 'PF08241.15', 'PF13847.9', 'PF13489.9', 'PF00891.21', 'PF02353.23', 'PF05401.14', 'PF01739.21', 'PF02390.20', 'PF05175.17', 'PF13578.9', 'PF01209.21', 'PF01135.22', 'PF06080.15', 'PF12147.11', 'PF03848.17', 'PF01326.22', 'PF00391.26', 'PF08541.13', 'PF08545.13', 'PF00550.28', 'PF00155.24', 'PF00550.28', 'PF00464.22', 'PF01053.23', 'PF01212.24', 'PF01041.20']	CCCCCC1=C(C)NC(C=C2NC(=C3C=CC=N3)C=C2OC)=C1
['PF17837.4', 'PF01648.23', 'PF01565.26', 'PF08031.15', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF14765.9', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF18369.4', 'PF16363.8', 'PF04321.20', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF18369.4', 'PF13561.9', 'PF00108.26', 'PF01370.24', 'PF02719.18', 'PF16363.8', 'PF08990.14', 'PF04321.20', 'PF13460.9', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF08990.14', 'PF18369.4', 'PF00106.28', 'PF01370.24', 'PF02719.18', 'PF13460.9', 'PF16363.8', 'PF13561.9', 'PF00975.23', 'PF12697.10', 'PF00561.23', 'PF07859.16', 'PF20408.1', 'PF12146.11', 'PF03959.16', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00067.25']	CC(C=CC(=O)C1=C(O)NCC1=O)=CC(C)C1OC2(C)OC(C(=O)C3OC32C)C1C
['PF01565.26', 'PF08031.15', 'PF00282.22', 'PF01212.24', 'PF00266.22', 'PF00155.24', 'PF00067.25', 'PF08241.15', 'PF13649.9', 'PF13489.9', 'PF13847.9', 'PF01209.21', 'PF02353.23', 'PF08242.15', 'PF08003.14', 'PF01135.22', 'PF05175.17', 'PF05401.14', 'PF03141.19', 'PF11991.11', 'PF00501.31', 'PF13193.9', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00550.28', 'PF00107.29', 'PF05721.16', 'PF07350.15', 'PF02668.19', 'PF02668.19']	CC(=O)N1CCC23C4=CC=CC=C4NC4N(C)C5=C6C(=CC=C5)C(C=C(C)C)N(CCC642)C13
['PF04055.24', 'PF13353.9', 'PF13394.9', 'PF01041.20', 'PF18603.4', 'PF13535.9', 'PF02222.25', 'PF00155.24', 'PF02784.19', 'PF00278.25', 'PF01168.23', 'PF00291.28']	CC(CCN(C)C(=N)N)C(N)C(=O)NC1C=CC(N2C=CC(N)=NC2=O)OC1C(=O)O
['PF00891.21', 'PF16864.8', 'PF00067.25', 'PF00501.31', 'PF00668.23', 'PF00550.28']	CCC(C)C1=C2N=C3OC=CC=CC3(OC)C(=O)N2C(CC2=CC=CC=C2)C(=O)N1
['PF04604.16', 'PF05147.16', 'PF13575.9']	CC=C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(N)=O)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C2CSCC(C(=O)NC(CO)C(=O)O)NC(=O)C(CSCC3NC(=O)C(C(C)CC)NC(=O)C(NC(=O)C(CC4=CNC=N4)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)CNC(=O)C(N)CCCCN)C(C)C)C(C)CC)C(C)SCC(NC(=O)C(CCC(=O)O)NC(=O)C(CC4=CNC=N4)NC3=O)C(=O)NC(CC(N)=O)C(=O)NC(CCSC)C(=O)NC(CC(N)=O)C(=O)N2)NC1=O
['PF00291.28', 'PF16859.8', 'PF00206.23', 'PF14698.9', 'PF18603.4', 'PF13535.9', 'PF02786.20', 'PF02655.17', 'PF18130.4', 'PF07478.16', 'PF15632.9', 'PF01071.22', 'PF13549.9', 'PF02222.25', 'PF00501.31', 'PF00975.23', 'PF12697.10', 'PF00550.28', 'PF13193.9', 'PF02668.19', 'PF00501.31', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00550.28', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF12697.10', 'PF03621.16', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF03176.18', 'PF02423.18', 'PF00291.28']	CC(C)CCCCCCC=CCC(=O)NC(CC(N)=O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C
['PF00067.25', 'PF12146.11', 'PF12697.10', 'PF05448.15', 'PF00561.23', 'PF02129.21', 'PF08840.14', 'PF08659.13', 'PF00109.29', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF13602.9', 'PF00107.29', 'PF00106.28', 'PF00550.28', 'PF08240.15']	CC1CCCCCCCCCCCCCCCC=CC(O)CC=CC(=O)O1
['PF05721.16', 'PF00550.28', 'PF00501.31', 'PF13193.9', 'PF00765.20', 'PF13444.9', 'PF12146.11', 'PF00561.23', 'PF12697.10', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF13561.9', 'PF00550.28', 'PF00106.28', 'PF01073.22', 'PF01370.24', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00109.29', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF02668.19']	CC(N)C(=O)NC1C2C(=C(O)CC(O)C2O)C(=O)OC1(C)C(Cl)Cl
['PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF13561.9', 'PF00108.26', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF13489.9', 'PF13649.9', 'PF08242.15', 'PF08241.15', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF20408.1', 'PF20027.2', 'PF00501.31', 'PF13193.9', 'PF00155.24', 'PF12680.10', 'PF01212.24', 'PF00266.22', 'PF01053.23', 'PF00550.28', 'PF02770.22', 'PF00441.27', 'PF02771.19', 'PF00501.31']	CCC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)OC1C
['PF00891.21', 'PF16864.8', 'PF13649.9', 'PF05175.17', 'PF08241.15', 'PF08242.15', 'PF13489.9', 'PF09445.13', 'PF02353.23', 'PF10294.12', 'PF01135.22', 'PF01209.21', 'PF00899.24', 'PF00881.27', 'PF14512.9', 'PF00109.29', 'PF02801.25', 'PF00108.26']	CCCCCCCCCCCC(=O)NC(=CC1=CC(C)=C(O)C=C1)C(=O)O
['PF00483.26', 'PF12804.10', 'PF01128.22', 'PF01041.20', 'PF01053.23', 'PF01370.24', 'PF16363.8', 'PF13460.9', 'PF04321.20', 'PF00908.20', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF10604.12', 'PF03364.23', 'PF13577.9', 'PF12680.10', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF08541.13', 'PF08545.13', 'PF00698.24', 'PF13649.9', 'PF13847.9', 'PF08241.15', 'PF01209.21', 'PF13489.9', 'PF08242.15', 'PF01135.22', 'PF02390.20', 'PF05175.17', 'PF02353.23', 'PF13679.9', 'PF07021.15', 'PF07366.15', 'PF12680.10', 'PF01565.26', 'PF08031.15', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF08242.15', 'PF13847.9', 'PF05401.14', 'PF01209.21', 'PF07366.15', 'PF12680.10', 'PF14534.9']	CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)C2=C(C=C3C(=O)C4=C(C(=O)C3=C2O)C(O)=CC=C4)C1C(=O)OC
['PF13649.9', 'PF01565.26', 'PF08241.15', 'PF08031.15', 'PF08242.15', 'PF13847.9', 'PF13489.9', 'PF05724.14', 'PF05175.17', 'PF03848.17', 'PF01209.21', 'PF05401.14', 'PF02353.23', 'PF00891.21', 'PF16864.8', 'PF05175.17', 'PF08242.15', 'PF13649.9', 'PF13847.9', 'PF01041.20', 'PF00155.24', 'PF00266.22', 'PF01053.23', 'PF13489.9', 'PF13649.9', 'PF08241.15', 'PF08242.15', 'PF06722.15', 'PF00201.21', 'PF00483.26', 'PF12804.10', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF01073.22', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF00106.28', 'PF00698.24', 'PF00698.24', 'PF01968.21', 'PF00067.25', 'PF00550.28', 'PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00070.30', 'PF10604.12', 'PF03364.23', 'PF00550.28', 'PF04673.15', 'PF01494.22', 'PF03486.17', 'PF07992.17', 'PF00070.30', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF05368.16', 'PF13460.9']	C=CC1=CC(OC)=C2C(=C1)C(=O)OC1=C2C=C(OC)C2=C(O)C=CC(C3OC(C)C(OC(C)=O)C(N(C)C)C3O)=C21
['PF00067.25', 'PF00348.20', 'PF00067.25', 'PF00067.25', 'PF11991.11']	CC(C)(O)C1CC(O)C2(C)C(CCC3(C)C2CCC2CC4=C(NC5=CC=CC=C45)C23C)O1
['PF13520.9', 'PF00324.24', 'PF00300.25', 'PF03446.18', 'PF00393.22', 'PF02826.22', 'PF03807.20', 'PF00456.24', 'PF02779.27', 'PF02780.23', 'PF02775.24', 'PF02786.20', 'PF00289.25', 'PF02785.22', 'PF00364.25', 'PF13533.9', 'PF02222.25', 'PF07478.16', 'PF01039.25', 'PF01408.25', 'PF02894.20', 'PF01041.20', 'PF01053.23', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF07993.15', 'PF04321.20', 'PF13460.9', 'PF05368.16', 'PF00483.26', 'PF12804.10', 'PF07959.15', 'PF00132.27', 'PF06722.15', 'PF00201.21', 'PF00908.20', 'PF00190.25', 'PF06722.15', 'PF06722.15', 'PF04101.19', 'PF00201.21', 'PF13561.9', 'PF00106.28', 'PF01494.22', 'PF08659.13', 'PF10604.12', 'PF03364.23', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF00550.28', 'PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF04673.15', 'PF01494.22', 'PF07992.17', 'PF13450.9', 'PF00890.27', 'PF00724.23', 'PF01565.26', 'PF08031.15', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF00501.31', 'PF13193.9']	CC1OC(OC2CCC(C3=CC=C4C(=O)C5=C(C=CC6(O)CC(C)(OC7C=CC(=O)C(C)O7)CC(=O)C56O)C(=O)C4=C3O)OC2C)C=CC1=O
['PF02441.22', 'PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF00975.23', 'PF00756.23', 'PF12697.10', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF00581.23', 'PF12840.10', 'PF01022.23', 'PF09339.13', 'PF13463.9', 'PF01978.22', 'PF12802.10']	CC(=O)NC1=C2SSC=C2NC1=O
['PF00733.24', 'PF13537.9', 'PF13522.9', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF08242.15', 'PF13489.9', 'PF01209.21', 'PF03848.17', 'PF05175.17', 'PF03141.19', 'PF07021.15', 'PF02353.23', 'PF05724.14', 'PF06325.16', 'PF08003.14', 'PF13714.9', 'PF00463.24', 'PF02775.24', 'PF02776.21', 'PF00289.25', 'PF02786.20', 'PF00206.23', 'PF10397.12', 'PF01425.24', 'PF00206.23', 'PF10397.12']	COC(=O)C(O)P(=O)(O)N(C)NC(=O)C(N)CCCN=C(N)N
